assignee_organization,assignee_lastknown_state,assignee_lastknown_latitude,assignee_lastknown_longitude,assignee_total_num_patents,assignee_lastknown_city,count
"Carter Day International, Inc.",MN,44.98,-93.2636,25,Minneapolis,
"Evrio, Inc.",CA,37.3542,-121.954,25,Santa Clara,
"ENCELL TECHNOLOGY, INC.",FL,29.7514,-82.425,25,Alachua,
Tolco Corporation,OH,41.6639,-83.5553,25,Toledo,
YSI Incorporated,OH,39.8064,-83.8869,25,Yellow Springs,
"Celldex Therapeutics, Inc.",NJ,40.7069,-74.9564,25,Hampton,
"Access Scientific, Inc.",CA,32.7153,-117.156,25,San Diego,
"Cardioxyl Pharmaceuticals, Inc.",NC,35.9131,-79.0561,25,Chapel Hill,
"Truox, Inc.",CA,40.4872,-123.419,25,McClellan,
"Lifefactory, Inc.",CA,37.8592,-122.484,25,Sausalito,
"Scentsy, Inc.",ID,43.6122,-116.391,25,Meridian,
Norfolk Southern Corporation,VA,36.8467,-76.2856,25,Norfolk,
"Trilithic, Inc.",IN,39.7683,-86.1581,25,Indianapolis,
"First Quality Retail Services, LLC",NY,40.8006,-73.7289,25,Great Neck,
"RealD Spark, LLC",CA,34.0736,-118.399,25,Beverly Hills,
"Metal Fusion, Inc.",LA,29.9658,-90.1531,25,Jefferson,
"Bladelogic, Inc.",TX,29.7631,-95.3631,25,Houston,
"Pentair Flow Technologies, LLC",WI,42.6331,-88.6436,25,Delavan,
"TheraPearl, LLC",MD,39.2403,-76.8397,25,Columbia,
"Socket Mobile, Inc.",CA,37.5297,-122.039,25,Newark,
"Gogrid, LLC",NJ,40.7281,-74.0781,25,Jersey City,
"IOTTIE, INC.",NY,40.7142,-74.0064,25,New York,
"NSE Products, Inc.",UT,40.2339,-111.658,25,Provo,
Marel Meat Processing Inc.,IA,41.6006,-93.6089,25,Des Moines,
"Nabors Industries, Inc.",TX,29.7631,-95.3631,25,Houston,
Detector Electronics Corporation,MN,44.98,-93.2636,25,Minneapolis,
"Vascor, Inc.",PA,40.4406,-79.9961,25,Pittsburgh,
"Reviva Pharmaceuticals, Inc.",CA,37.3689,-122.035,25,Sunnyvale,
"MasterCard Mobile Transactions Solutions, Inc.",NY,41.0408,-73.715,25,Purchase,
Polnox Corporation,MA,42.5997,-71.3678,25,Chelmsford,
Nutrition 21,NY,41.0408,-73.715,25,Purchase,
Genelux Corporation,CA,32.7153,-117.156,25,San Diego,
University of Idaho,ID,46.7325,-116.999,25,Moscow,
"Medidata Solutions, Inc.",NY,40.7142,-74.0064,25,New York,
"InSeat Solutions, LLC",CA,33.9472,-118.084,25,Santa Fe Springs,
Blackfire Research Corporation,CA,37.775,-122.418,25,San Francisco,
"Dairyland Seed Co., Inc.",IN,39.7683,-86.1581,25,Indianapolis,
"Sorenson Media, Inc.",UT,40.5247,-111.863,25,Draper,
ALEDDRA INC.,WA,47.4831,-122.216,25,Renton,
"Fermi Research Alliance, LLC",IL,41.85,-88.3125,25,Batavia,
"Earth Renaissance Technologies, LLC",UT,40.7608,-111.89,25,Salt Lake City,
"MONOSOL, LLC",IN,41.4828,-87.3328,25,Merrillville,
"OSI Optoelectronics, Inc.",CA,33.9164,-118.352,25,Hawthorne,
"UNMANNED INNOVATION, INC.",CA,37.775,-122.418,25,San Francisco,
Northshore University Healthsystem,IL,42.0411,-87.69,25,Evanston,
"OPKO Health, Inc.",FL,25.7739,-80.1939,25,Miami,
"Jenrin Discovery, Inc.",DE,39.7458,-75.5469,25,Wilmington,
"Jobar International, Inc.",CA,33.8314,-118.281,25,Carson,
San Diego Gas & Electric Company,CA,32.7153,-117.156,25,San Diego,
"MMI-IPCO, LLC",MA,42.6583,-71.1375,25,Andover,
"Bridgepoint Medical, Inc.",MN,45.0106,-93.4553,25,Plymouth,
"CRISI Medical Systems, Inc.",NJ,41.0167,-74.2061,25,Franklin Lakes,
"Qiagen Sciences, LLC",MD,39.1731,-77.2719,25,Germantown,
Union Tank Car Company,IL,41.85,-87.65,25,Chicago,
"Astec, Inc.",TN,35.0456,-85.3097,25,Chattanooga,
"SentriLock, LLC",OH,39.1619,-84.4569,25,Cincinnati,
"Southern Motion, Inc.",MS,34.2478,-88.9986,25,Pontotoc,
Canyon IP Holdings LLC,DE,39.7458,-75.5469,25,Wilmington,
"SARIANA, LLC",CA,32.7153,-117.156,25,San Diego,
"Lawrence Equipment, Inc.",CA,34.0519,-118.046,25,South El Monte,
"Wikipad, Inc.",CA,34.2694,-118.781,25,Simi Valley,
Michigan Aerospace Corporation,MI,42.2708,-83.7264,25,Ann Arbor,
VASONA NETWORKS INC.,TX,30.2669,-97.7428,25,Austin,
"AG 18, LLC",CO,39.7392,-104.984,25,Denver,
"Z-Medica, LLC",CT,41.4569,-72.8236,25,Wallingford,
Hestan Commercial Corporation,CA,33.8353,-117.914,25,Anaheim,
Champlain Cable Corporation,VT,44.5439,-73.1483,25,Colchester,
"Precision Automation, Inc.",WA,45.6389,-122.66,25,Vancouver,
"Organix, Inc.",MA,42.4792,-71.1528,25,Woburn,
Saladax Biomedical Inc.,PA,40.6258,-75.3708,25,Bethlehem,
"Radix Holdings, LLC",NV,39.2514,-119.972,25,Incline Village,
"Discus Dental, LLC",CA,34.0211,-118.396,25,Culver City,
UsableNet Inc.,NY,40.7142,-74.0064,25,New York,
WSI Corporation,MA,42.6583,-71.1375,25,Andover,
"Aegis Therapeutics, LLC",CA,32.7153,-117.156,25,San Diego,
"Tekelec Global, Inc.",NC,35.8233,-78.8258,25,Morrisville,
"Harold Simpson, Inc.",OK,35.6528,-97.4778,25,Edmond,
"Virdia, Inc.",LA,29.7272,-90.5989,25,Raceland,
Pharmos Corporation,NJ,40.5753,-74.3228,25,Iselin,
"Smith's Consumer Products, Inc.",AR,34.5036,-93.055,25,Hot Springs,
Black & Veatch Corporation,KS,38.9822,-94.6706,25,Overland Park,
"Shire-NPS Pharmaceuticals, Inc.",MA,42.4472,-71.225,25,Lexington,
Outerwall Inc.,WA,47.6106,-122.199,25,Bellevue,
"AFx, Inc.",IL,42.3636,-87.8447,25,Waukegan,
"Maui Toys, Inc.",CA,34.0194,-118.49,25,Santa Monica,
"Thermal Technologies, Inc.",MA,42.3764,-71.2361,25,Waltham,
"Quantum Design, Inc.",CA,32.7153,-117.156,25,San Diego,
"Voxtel, Inc.",OR,45.4872,-122.802,25,Beaverton,
"NeoMend, Inc.",CA,33.6694,-117.822,25,Irvine,
Louisiana State University and Agricultural and Mechanical College,LA,30.4506,-91.1544,25,Baton Rouge,
"KPR U.S., LLC",MA,42.0333,-71.2194,25,Mansfield,
ImClone LLC,IN,39.7683,-86.1581,25,Indianapolis,
"Stoneridge, Inc.",OH,41.2375,-80.8186,25,Warren,
"Midwest Industrial Supply, Inc.",OH,40.7989,-81.3786,25,Canton,
Metal Container Corporation,MO,38.6272,-90.1978,25,Saint Louis,
Kewaunee Scientific Corporation,NC,35.7825,-80.8875,25,Statesville,
"Gregory A. Pearson, Inc.",FL,28.0194,-82.7719,25,Dunedin,
"Marina Biotech, Inc.",CA,40.6444,-80.4164,25,City of Industry,
Car-O-Liner Company,MI,42.5247,-83.5364,25,Wixom,
AGROFRESH INC.,PA,39.9522,-75.1642,25,Philadelphia,
"Foundations Worldwide, Inc.",OH,41.1383,-81.8639,25,Medina,
DiscoveRx Corporation,CA,37.5483,-121.988,25,Fremont,
Triangle Package Machinery Company,IL,41.85,-87.65,25,Chicago,
Curtiss-Wright Electro-Mechanical Corporation,PA,40.5417,-79.7994,25,Cheswick,
SARcode Bioscience Inc.,MA,42.4472,-71.225,25,Lexington,
VORBECK MATERIALS CORPORATION,MD,39.1492,-76.7756,25,Jessup,
"Magnum Semiconductor, Inc.",CA,37.3394,-121.894,25,San Jose,
"GlobalTrak, LLC",VA,39.0061,-77.4289,25,Sterling,
"Stubhub, Inc.",CA,37.775,-122.418,25,San Francisco,
Telular Corp.,IL,41.85,-87.65,25,Chicago,
"Blinker, Inc.",CO,39.7392,-104.984,25,Denver,
"The Foundry, LLC",CA,37.4539,-122.181,25,Menlo Park,
"Cirrex Systems, LLC",DE,39.7458,-75.5469,25,Wilmington,
"Elk Premium Building Products, Inc.",TX,32.7833,-96.8,25,Dallas,
"Lufkin Industries, Inc.",TX,31.3381,-94.7289,25,Lufkin,
"Lone Star IP Holdings, LP",TX,32.9617,-96.8289,25,Addison,
Uresil Corporation,IL,42.0333,-87.7333,25,Skokie,
Mechtronics Corporation,NY,41.5047,-73.97,25,Beacon,
"Dream Visions, LLC",CA,33.7458,-117.825,25,Tustin,
"DTherapeutics, LLC",CA,32.7153,-117.156,25,San Diego,
"Beaver-Visitec International (US), Inc.",MA,42.3764,-71.2361,25,Waltham,
"Tsunami MedTech, LLC",CA,37.4539,-122.181,25,Menlo Park,
"Positive Outcomes, Inc.",MO,38.5828,-90.6628,25,Wildwood,
"Brinly-Hardy Co., Inc.",IN,38.2775,-85.7372,25,Jeffersonville,
,CA,33.8886,-117.812,25,Yorba Linda,
"Newtonoid Technologies, L.L.C.",MO,39.2461,-94.4189,24,Liberty,
"Elemental LED, Inc.",NV,39.5297,-119.813,24,Reno,
The Board of Trustees of Western Michigan University,MI,42.2917,-85.5872,24,Kalamazoo,
"Guill Tool & Engineering Co., Inc.",RI,41.7061,-71.5236,24,West Warwick,
"Global Traffic Technologies, LLC",MN,44.9537,-93.09,24,St. Paul,
University of Nevada,NV,36.175,-115.136,24,Las Vegas,
"Cayman Chemical Company, Incorporated",MI,42.2708,-83.7264,24,Ann Arbor,
"Origin Wireless, Inc.",MD,39.0044,-76.8758,24,Greenbelt,
Mati Therapeutics Inc.,TX,30.2669,-97.7428,24,Austin,
"Coastal Pet Products, Inc.",OH,40.9153,-81.1061,24,Alliance,
"Advanced Micro Device, Inc.",CA,37.3542,-121.954,24,Santa Clara,
Xiotech Corporation,CO,38.8339,-104.821,24,Colorado Springs,
Humphrey Products Company,MI,42.2917,-85.5872,24,Kalamazoo,
"Shindig, Inc.",NY,40.7142,-74.0064,24,New York,
Rockford Corporation,AZ,33.4147,-111.909,24,Tempe,
Dukane Corporation,MO,41.9142,-88.3087,24,St. Charles,
"Sanofi Pasteur Biologics, LLC",MA,42.375,-71.1061,24,Cambridge,
Wheaton Industries,NJ,39.4019,-75.0397,24,Millville,
"Corelogic Solutions, LLC",CA,33.6694,-117.822,24,Irvine,
"IAP Research, Inc.",OH,39.7589,-84.1917,24,Dayton,
Nexidia Inc.,GA,33.7489,-84.3881,24,Atlanta,
Veritas Technologies,CA,37.3861,-122.083,24,Mountain View,
"Sequent Medical, Inc.",CA,33.6083,-117.744,24,Aliso Viejo,
IRIDIUM SATELLITE LLC,VA,38.9342,-77.1778,24,McLean,
Besser Company,MI,45.0617,-83.4328,24,Alpena,
"SPIN TRANSFER TECHNOLOGIES, INC.",CA,37.5483,-121.988,24,Fremont,
"Clopay Building Products Company, Inc.",OH,39.36,-84.31,24,Mason,
"Alltech, Inc.",KY,37.8806,-84.5731,24,Nicholasville,
"Netmotion Wireless, Inc.",WA,47.6064,-122.331,24,Seattle,
NeuroLogica Corp.,MA,42.575,-70.9306,24,Danvers,
JCM American Corporation,NV,36.175,-115.136,24,Las Vegas,
JPJ Investment Holding Corp.,CA,40.6444,-80.4164,24,City of Industry,
"R.A. Phillips Industries, Inc.",CA,33.9472,-118.084,24,Santa Fe Springs,
Union Pacific Railroad Company,NE,41.2586,-95.9375,24,Omaha,
American Linc Corporation,NC,35.2619,-81.1875,24,Gastonia,
"Flotek Chemistry, LLC",TX,29.7631,-95.3631,24,Houston,
"Vocera Communications, Inc.",CA,37.3394,-121.894,24,San Jose,
"NANOPRECISION PRODUCTS, INC.",CA,34.2164,-119.037,24,Camarillo,
"Information Resources, Inc.",IL,41.85,-87.65,24,Chicago,
"Carrier IQ, Inc.",CA,37.3689,-122.035,24,Sunnyvale,
"Ironridge, Inc.",CA,37.6689,-122.08,24,Hayward,
Innotec Corporation,MI,42.8125,-86.0186,24,Zeeland,
"Creative Nail Design, Inc.",CA,32.7153,-117.156,24,San Diego,
Direct Wheel Inc.,CA,40.6444,-80.4164,24,City of Industry,
"Equalaire Systems, Inc.",TX,27.8003,-97.3961,24,Corpus Christi,
FRANCO MANUFACTURING CO. INC.,NJ,40.5431,-74.3636,24,Metuchen,
"Omnicare, Inc.",OH,39.1619,-84.4569,24,Cincinnati,
"SA Photonics, Inc.",CA,37.2267,-121.974,24,Los Gatos,
"Rapid7, Inc.",MA,42.3583,-71.0603,24,Boston,
"Braskem America, Inc.",PA,39.9522,-75.1642,24,Philadelphia,
"Innovative Engineering Solutions, Inc.",CA,36.6517,-120.458,24,Murietta,
"Human Touch, LLC",CA,33.7669,-118.188,24,Long Beach,
"Cellular Research, Inc.",CA,37.4539,-122.181,24,Menlo Park,
"VANDERBILT CHEMICALS, LLC",CT,41.1175,-73.4083,24,Norwalk,
"ADURO BIOTECH, INC.",CA,37.8717,-122.272,24,Berkeley,
"Digital Persona, Inc.",FL,26.8231,-80.1389,24,Palm Beach Gardens,
"Spinal Modulation, Inc.",CA,37.4539,-122.181,24,Menlo Park,
Baker Perkins Inc.,MI,42.9633,-85.6681,24,Grand Rapids,
"Toter, Inc.",NC,35.2269,-80.8433,24,Charlotte,
"HCA Holdings, Inc.",TN,36.1658,-86.7844,24,Nashville,
TAGIVAN II LLC,MD,38.9711,-77.0767,24,Chevy Chase,
"Henschel-Steinau, Inc.",NJ,41.0414,-74.1294,24,Allendale,
"Ballet Makers, Inc.",NJ,40.905,-74.2103,24,Totowa,
Optoplex Corporation,CA,37.5483,-121.988,24,Fremont,
Burford Corp.,OK,34.8172,-97.4056,24,Maysville,
"Hudson Furniture, Inc.",NY,40.7142,-74.0064,24,New York,
"Scenera Mobile Technologies, LLC",NH,43.0717,-70.7631,24,Portsmouth,
Unistrut International Corp.,IL,41.61,-87.6467,24,Harvey,
"RevoLabs, Inc.",MA,42.3833,-71.4167,24,Sudbury,
The Rockfeller University,NY,40.7142,-74.0064,24,New York,
"Global Nuclear FuelÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ÂAmericas, LLC",NC,34.2256,-77.945,24,Wilmington,
"Advance Micro Devices, Inc.",CA,37.3689,-122.035,24,Sunnyvale,
STEMCO LP,NC,35.2269,-80.8433,24,Charlotte,
"Progressive Foam Technologies, Inc.",OH,40.6531,-81.5811,24,Beach City,
"NYSE Group, Inc.",NY,40.7142,-74.0064,24,New York,
"Javad GNSS, Inc.",CA,37.3394,-121.894,24,San Jose,
"Anue Systems, Inc.",TX,30.2669,-97.7428,24,Austin,
"BioScale, Inc.",MA,42.5583,-71.2694,24,Billerica,
"Sennco Solutions, Inc.",IL,41.6269,-88.2039,24,Plainfield,
"Human Matrix Sciences, LLC",CA,36.3303,-119.291,24,Visalia,
"Lynk Labs, Inc.",IL,42.0372,-88.2811,24,Elgin,
Veeco ALD Inc.,CA,37.5483,-121.988,24,Fremont,
"Panavision International, L.P.",CA,34.1683,-118.605,24,Woodland Hills,
PFENEX INC.,CA,32.7153,-117.156,24,San Diego,
"EcoServices, LLC",CT,41.7142,-72.6531,24,Wethersfield,
"Pillar Vision, Inc.",CA,37.4539,-122.181,24,Menlo Park,
"Hipmunk, Inc.",CA,37.775,-122.418,24,San Francisco,
Primus Power Corporation,CA,37.6689,-122.08,24,Hayward,
"Propeller, Inc.",NJ,40.7439,-74.0328,24,Hoboken,
"Superior Energy Services, LLC",LA,29.9033,-90.0772,24,Harvey,
"Veka, Inc.",PA,40.8094,-80.2019,24,Fombell,
"Sunstar Americas, Inc.",IL,42.0333,-88.0833,24,Schaumburg,
MEDINSTILL DEVELOPMENT LLC,CT,41.5769,-73.4089,24,New Milford,
"InstroTek, Inc.",NC,35.7719,-78.6389,24,Raleigh,
"Liquid Robotics, Inc.",CA,37.3689,-122.035,24,Sunnyvale,
"United Silicon Carbide, Inc.",NJ,40.3789,-74.5469,24,Monmouth Junction,
"iBasis, Inc.",MA,42.4472,-71.225,24,Lexington,
"Samsung Austin Semiconductor, L.P.",TX,30.2669,-97.7428,24,Austin,
GS Cleantech Corporation,GA,34.0753,-84.2942,24,Alpharetta,
Inertia Dynamics Corporation,CT,41.8822,-72.9775,24,New Hartford,
Noel Group LLC,NC,35.8242,-78.315,24,Zebulon,
"Fastest, Inc.",MN,45.0061,-93.1564,24,Roseville,
FACTOR BIOSCIENCE INC.,MA,42.375,-71.1061,24,Cambridge,
"Proteus Industries, Inc.",MA,42.6158,-70.6625,24,Gloucester,
"NetScout Systems Texas, LLC",MA,42.5792,-71.4383,24,Westford,
"Petroquip Energy Services, LLP",TX,30.0564,-95.9267,24,Waller,
Wing Aviation LLC,CA,37.3861,-122.083,24,Mountain View,
"Integrated Illumination Systems, Inc.",CT,41.6842,-73.1967,24,Morris,
Superior Graphite Co.,IL,41.85,-87.65,24,Chicago,
"GlycoMimetics, Inc.",MD,39.0839,-77.1531,24,Rockville,
"Plastic Safety Systems, Inc.",OH,41.4994,-81.6956,24,Cleveland,
"Spokane Industries, Inc.",WA,47.6589,-117.425,24,Spokane,
Choon's Design LLC,MI,42.5247,-83.5364,24,Wixom,
"Kuhn North America, Inc.",WI,42.6183,-89.3761,24,Brodhead,
"Twin-Star International, Inc.",FL,26.4611,-80.0731,24,Delray Beach,
Iron Mountain Incorporated,MA,42.3583,-71.0603,24,Boston,
"Nova Solutions, Inc.",IL,39.12,-88.5433,24,Effingham,
Decision Sciences International Corporation,CA,32.9628,-117.035,24,Poway,
"Nucleus Scientific, Inc.",MA,42.375,-71.1061,24,Cambridge,
"Permlight Products, Inc.",CA,33.7458,-117.825,24,Tustin,
"Clover Network, Inc.",CA,37.3689,-122.035,24,Sunnyvale,
"LIFI Labs, Inc.",CA,37.775,-122.418,24,San Francisco,
"TEAM Industries, Inc.",MN,47.5217,-95.3981,24,Bagley,
Ohio Aerospace Institute,OH,41.3983,-81.8047,24,Brook Park,
"Modernfold, Inc.",IN,39.785,-85.7694,24,Greenfield,
Mirus Corporation,GA,33.7489,-84.3881,24,Atlanta,
Automated Business Companies,TX,30.0797,-95.4169,24,Spring,
"Coleman Cable, Inc.",IL,42.3636,-87.8447,24,Waukegan,
Ideal Fastener Corporation,NC,36.3106,-78.5911,24,Oxford,
"The HC Companies, Inc.",OH,41.3125,-81.4403,24,Twinsburg,
"Giner, Inc.",MA,42.3369,-71.2097,24,Newton,
"PowerBlock Holdings, Inc.",MN,44.0839,-93.2258,24,Owatonna,
Ai Cure Technologies LLC,NY,41.2042,-73.7275,24,Mount Kisco,
Takeya USA Corporation,CA,33.6603,-117.998,24,Huntington Beach,
Thomson Reuters (Markets) LLC,NY,40.7142,-74.0064,24,New York,
"Intralinks, Inc.",NY,40.7142,-74.0064,24,New York,
"Multi-Chem Group, LLC",TX,29.7631,-95.3631,24,Houston,
"Longhorn Vaccines and Diagnostics, LLC",MD,38.9806,-77.1006,24,Bethesda,
"Nu-Iron Technology, LLC",NC,35.2269,-80.8433,24,Charlotte,
"Real Action Paintball, Inc. (RAP4)",CA,37.0058,-121.567,24,Gilroy,
Pressco Technology Inc.,OH,41.4994,-81.6956,24,Cleveland,
Talus Corporation,ME,43.6614,-70.2558,24,Portland,
"Metal Improvement Company, LLC",NJ,40.9444,-74.0758,24,Paramus,
"Niagara Bottling, LLC",CA,34.0633,-117.65,24,Ontario,
"Liberty Pumps, Inc.",NY,43.0853,-77.9425,24,Bergen,
Wimo Labs LLC,IL,41.85,-87.65,24,Chicago,
Exogenesis Corporation,MA,42.5583,-71.2694,24,Billerica,
"Hansa Medical Products, Inc.",IN,39.9783,-86.1181,24,Carmel,
Premier Accessory Group LLC,NJ,40.5186,-74.4125,24,Edison,
"PaR Systems, Inc.",MN,45.0792,-93.1469,24,Shoreview,
Allan Block Corporation,MN,44.8897,-93.3497,24,Edina,
"Therapeutic Proteins International, LLC",IL,41.85,-87.65,24,Chicago,
"Lincoln Foodservice Products, Inc.",IN,41.1306,-85.1289,24,Fort Wayne,
"E.M.E.H., Inc.",NJ,40.6417,-74.8364,24,Lebanon,
"Millar Instruments, Inc.",TX,29.7631,-95.3631,24,Houston,
"Phytogen Seed Company, LLC",IN,39.7683,-86.1581,24,Indianapolis,
TEMPER AXLE PRODUCTS CORPORATION,NY,42.9544,-74.3769,24,Fonda,
"Waukesha Electric Systems, Inc.",WI,43.0117,-88.2314,24,Waukesha,
"Mary Elle Fashions, Inc.",MO,38.627,-90.1994,24,St. Louis,
"Marine Travelift, Inc.",WI,44.8342,-87.3769,24,Sturgeon Bay,
Tapmatic Corporation,ID,47.7181,-116.951,24,Post Falls,
Solar Junction Corporation,CA,37.3394,-121.894,24,San Jose,
"DSSD, Inc.",CA,37.4539,-122.181,24,Menlo Park,
"Veridex, LLC",NY,40.7142,-74.0064,24,New York,
Intec Corporation,NJ,40.4367,-74.24,24,Cliffwood,
The Rogosin Institute,NY,40.7142,-74.0064,24,New York,
"Tiversa IP, Inc.",PA,40.4406,-79.9961,24,Pittsburgh,
CLOUD & STREAM GEARS LLC,WA,47.6742,-122.12,24,Redmond,
"FISHER & COMPANY, INCORPORATED",MI,42.4969,-82.8889,24,St. Clair Shores,
"Hyperfine Research, Inc.",CT,41.2889,-72.6822,24,Guilford,
"Guild Associates, Inc.",OH,40.0992,-83.1142,24,Dublin,
"Adept Technology, Inc.",CA,37.6625,-121.874,24,Pleasanton,
AVIACOMM INC.,CA,37.3689,-122.035,24,Sunnyvale,
"Rempex Pharmaceuticals, Inc.",IL,42.19,-87.9083,24,Lincolnshire,
"Poppin, Inc.",NY,40.7142,-74.0064,24,New York,
Niagara Conservation Corp.,TX,32.7253,-97.3206,24,Fort Worth,
"VisionGate, Inc.",AZ,33.4483,-112.073,24,Phoenix,
"Veracode, Inc.",MA,42.5047,-71.1961,24,Burlington,
"INNERWORKINGS, INC.",IL,41.85,-87.65,24,Chicago,
"Playcore Wisconsin, Inc.",TN,35.0456,-85.3097,24,Chattanooga,
"Dornoch Medical Systems, Inc.",MO,39.1775,-94.6128,24,Riverside,
CPG International LLC,PA,41.4089,-75.6628,24,Scranton,
Halocarbon Products Corporation,NJ,40.9286,-74.0403,24,River Edge,
Hansen Engine Corporation,MN,45.0106,-93.4553,24,Plymouth,
"COLLATERAL OPPORTUNITIES, LLC",DE,39.7458,-75.5469,24,Wilmington,
"PASSUR Aerospace, Inc.",CT,41.0533,-73.5392,24,Stamford,
"Collegium Pharmaceutical, Inc.",MA,42.1583,-71.1453,24,Canton,
"Off the Wall Products, LLC",UT,40.7608,-111.89,24,Salt Lake City,
Discover Financial Services,IL,42.1675,-87.8969,24,Riverwoods,
Liberty Mutual Insurance Company,MA,42.3583,-71.0603,24,Boston,
"J. & M. Manufacturing Co., Inc.",OH,40.4128,-84.7764,24,Fort Recovery,
Extang Corporation,MI,42.2708,-83.7264,24,Ann Arbor,
Clio Designs Incorporated,MA,42.2833,-71.2333,24,Needham,
Kayak Software Corporation,CT,41.0533,-73.5392,24,Stamford,
I2iC Corporation,CA,37.5586,-122.27,24,Foster City,
"Skeletal Kinetics, LLC",CA,37.3231,-122.031,24,Cupertino,
PortAuthority Technologies Inc.,TX,30.2669,-97.7428,24,Austin,
"West Services, Inc.",MN,44.8042,-93.1667,24,Eagan,
Estwing Manufacturing Company,IL,42.2711,-89.0939,24,Rockford,
"AngioScore, Inc.",CO,38.8339,-104.821,24,Colorado Springs,
"Hyde Tools, Inc.",MA,42.075,-72.0339,24,Southbridge,
"BreathableBaby, LLC",MN,44.9133,-93.5031,24,Minnetonka,
"Pivot3, Inc.",TX,30.0797,-95.4169,24,Spring,
"Patheon Softgels, Inc.",NC,35.9556,-80.0056,24,High Point,
"Doppler Labs, Inc.",CA,37.775,-122.418,24,San Francisco,
"Verinata Health, Inc.",CA,32.7153,-117.156,24,San Diego,
Zierick Manufacturing Corporation,NY,41.2042,-73.7275,24,Mount Kisco,
"Fairfield Manufacturing Company, Inc.",IN,40.4258,-86.9081,24,West Lafayette,
"Electromed, Inc.",MN,44.5433,-93.5758,24,New Prague,
"Sol-Light, LLC",NV,36.175,-115.136,24,Las Vegas,
"Oklahoma Safety Equipment Company, Inc.",OK,36.0525,-95.7906,24,Broken Arrow,
"The Sloan Company, Inc.",CA,34.2783,-119.292,24,Ventura,
"Hitchiner Manufacturing Co., Inc.",NH,42.8353,-71.6494,24,Milford,
Amunix Operating Inc.,CA,37.3861,-122.083,24,Mountain View,
"Clean Energy Labs, LLC",TX,30.2669,-97.7428,24,Austin,
"Superpedestrian, Inc.",MA,42.375,-71.1061,24,Cambridge,
"The Population Council, Inc.",NY,40.7142,-74.0064,24,New York,
"Felt Racing, LLC",CA,33.6408,-117.602,24,Rancho Santa Margarita,
"General Patent, LLC",GA,33.9525,-84.55,24,Marietta,
"Digital Ally, Inc.",KS,38.9536,-94.7333,24,Lenexa,
Apache Corporation,TX,29.7631,-95.3631,24,Houston,
"Audyssey Laboratories, Inc.",CA,34.0522,-118.243,24,Los Angeles,
IRIDEX Corporation,CA,37.3861,-122.083,24,Mountain View,
"Board of Regents of the Nevada System of Higher Education, on behalf of the Desert Research Institute",NV,39.5297,-119.813,24,Reno,
Air Liquide Industrial U.S. LP,TX,29.7631,-95.3631,24,Houston,
Avistar Communications Corporation,CA,37.5631,-122.324,24,San Mateo,
"Versa Power Systems, Ltd.",CT,41.3947,-73.4544,24,Danbury,
"1 Energy Solutions, Inc.",CA,34.1364,-118.774,24,Agoura Hills,
"SMART STORAGE SYSTEMS, INC.",CA,37.4283,-121.906,24,Milpitas,
"Recommind, Inc.",CA,37.775,-122.418,23,San Francisco,
VeroScience LLC,RI,41.6258,-71.2139,23,Tiverton,
Caavo Inc,CA,37.4283,-121.906,23,Milpitas,
"AcelRx Pharmaceuticals, Inc.",CA,37.4853,-122.235,23,Redwood City,
Hampton University,VA,37.0297,-76.3456,23,Hampton,
Snowie LLC,UT,40.7608,-111.89,23,Salt Lake City,
Chevron Philips Chemical Company LP,TX,30.1578,-95.4892,23,The Woodlands,
"Sibeam, Inc.",CA,37.3689,-122.035,23,Sunnyvale,
"Vessix Vascular, Inc.",CA,33.6125,-117.712,23,Laguna Hills,
"Traeger Pellet Grills, LLC",UT,40.7608,-111.89,23,Salt Lake City,
"Glassimetal Technology, Inc.",CA,34.1478,-118.144,23,Pasadena,
"COLORMATRIX HOLDINGS, INC.",OH,41.3661,-81.8544,23,Berea,
Fogg Filler Company,MI,42.7875,-86.1089,23,Holland,
"Sky Climber, LLC",OH,40.2986,-83.0681,23,Delaware,
"Photonic Systems, Inc.",MA,42.5583,-71.2694,23,Billerica,
"Nephros, Inc.",NJ,40.9286,-74.0403,23,River Edge,
Rennovia Inc.,CA,37.3542,-121.954,23,Santa Clara,
Garvey Corporation,NJ,39.6894,-74.8831,23,Blue Anchor,
Cleats LLC,MA,42.3458,-71.5528,23,Marlborough,
"Xikar, Inc.",MO,39.0997,-94.5783,23,Kansas City,
"Martin Automatic, Inc.",IL,42.2711,-89.0939,23,Rockford,
Procedyne Corp.,NJ,40.4861,-74.4522,23,New Brunswick,
Cal Poly Corporation,CA,35.2828,-120.659,23,San Luis Obispo,
Vidacare Corporation,TX,29.5847,-98.5522,23,Shavano Park,
"Applied Invention, LLC",CA,34.1808,-118.308,23,Burbank,
"Orthomerica Products, Inc.",FL,28.5381,-81.3794,23,Orlando,
Micro Control Company,MN,45.0861,-93.2631,23,Fridley,
"Triangle Brass Manufacturing Company, Inc.",CA,33.1958,-117.379,23,Oceanside,
"Ali Industries, Inc.",OH,39.8208,-84.0194,23,Fairborn,
Intercomp Company,MN,45.0353,-93.5822,23,Medina,
"Robert Bosch Healthcare Systems, Inc.",CA,37.4419,-122.142,23,Palo Alto,
